iata,name,city,country_code,type,scheduled_service,iso_region,ident,label
YUS,Yushu Batang Airport,Yushu (Batang),CN,,,,,"Yushu (Batang) — Yushu Batang Airport (YUS), CN"
NZL,Zhalantun Genghis Khan Airport,Zhalantun,CN,,,,,"Zhalantun — Zhalantun Genghis Khan Airport (NZL), CN"
DYG,Zhangjiajie Hehua International Airport,Zhangjiajie (Yongding),CN,,,,,"Zhangjiajie (Yongding) — Zhangjiajie Hehua International Airport (DYG), CN"
ZQZ,Zhangjiakou Ningyuan Airport,Zhangjiakou,CN,,,,,"Zhangjiakou — Zhangjiakou Ningyuan Airport (ZQZ), CN"
YZY,Zhangye Ganzhou Airport,Zhangye (Ganzhou),CN,,,,,"Zhangye (Ganzhou) — Zhangye Ganzhou Airport (YZY), CN"
ZHA,Zhanjiang Wuchuan International Airport,Zhanjiang,CN,,,,,"Zhanjiang — Zhanjiang Wuchuan International Airport (ZHA), CN"
ZFL,Zhaosu Tianma Airport,Zhaosu,CN,,,,,"Zhaosu — Zhaosu Tianma Airport (ZFL), CN"
CGO,Zhengzhou Xinzheng International Airport,Zhengzhou,CN,,,,,"Zhengzhou — Zhengzhou Xinzheng International Airport (CGO), CN"
ZHY,Zhongwei Shapotou Airport,Zhongwei (Shapotou),CN,,,,,"Zhongwei (Shapotou) — Zhongwei Shapotou Airport (ZHY), CN"
HSN,Zhoushan Putuoshan Airport,Zhoushan,CN,,,,,"Zhoushan — Zhoushan Putuoshan Airport (HSN), CN"
ZUH,Zhuhai Jinwan Airport,Zhuhai (Jinwan),CN,,,,,"Zhuhai (Jinwan) — Zhuhai Jinwan Airport (ZUH), CN"
WMT,Zunyi Maotai Airport,Zunyi,CN,,,,,"Zunyi — Zunyi Maotai Airport (WMT), CN"
ZYI,Zunyi Xinzhou Airport,Zunyi,CN,,,,,"Zunyi — Zunyi Xinzhou Airport (ZYI), CN"
URC,Ürümqi Tianshan International Airport,Ürümqi,CN,,,,,"Ürümqi — Ürümqi Tianshan International Airport (URC), CN"
AUC,Santiago Perez Airport,Arauca,CO,,,,,"Arauca — Santiago Perez Airport (AUC), CO"
AXM,El Eden Airport,Armenia,CO,,,,,"Armenia — El Eden Airport (AXM), CO"
BSC,José Celestino Mutis Airport,Bahía Solano,CO,,,,,"Bahía Solano — José Celestino Mutis Airport (BSC), CO"
EJA,Yariguíes Airport,Barrancabermeja,CO,,,,,"Barrancabermeja — Yariguíes Airport (EJA), CO"
BAQ,Ernesto Cortissoz International Airport,Barranquilla,CO,,,,,"Barranquilla — Ernesto Cortissoz International Airport (BAQ), CO"
BOG,El Dorado International Airport,Bogota,CO,,,,,"Bogota — El Dorado International Airport (BOG), CO"
BGA,Palonegro Airport,Bucaramanga,CO,,,,,"Bucaramanga — Palonegro Airport (BGA), CO"
BUN,Gerardo Tobar López Airport,Buenaventura,CO,,,,,"Buenaventura — Gerardo Tobar López Airport (BUN), CO"
CLO,Alfonso Bonilla Aragon International Airport,Cali,CO,,,,,"Cali — Alfonso Bonilla Aragon International Airport (CLO), CO"
APO,Antonio Roldán Betancur Airport,Carepa,CO,,,,,"Carepa — Antonio Roldán Betancur Airport (APO), CO"
CTG,Rafael Nuñez International Airport,Cartagena,CO,,,,,"Cartagena — Rafael Nuñez International Airport (CTG), CO"
PSO,Antonio Nariño Airport,Chachagüí,CO,,,,,"Chachagüí — Antonio Nariño Airport (PSO), CO"
CZU,Las Brujas Airport,Corozal,CO,,,,,"Corozal — Las Brujas Airport (CZU), CO"
CUC,Camilo Daza International Airport,Cúcuta,CO,,,,,"Cúcuta — Camilo Daza International Airport (CUC), CO"
FLA,Gustavo Artunduaga Paredes Airport,Florencia,CO,,,,,"Florencia — Gustavo Artunduaga Paredes Airport (FLA), CO"
GPI,Guapi Airport,Guapi,CO,,,,,"Guapi — Guapi Airport (GPI), CO"
IBE,Perales Airport,Ibagué,CO,,,,,"Ibagué — Perales Airport (IBE), CO"
IPI,San Luis Airport,Ipiales,CO,,,,,"Ipiales — San Luis Airport (IPI), CO"
LCR,Virgilio Barco Vargas (La Chorrera) Airport,La Chorrera,CO,,,,,"La Chorrera — Virgilio Barco Vargas (La Chorrera) Airport (LCR), CO"
LMC,La Macarena Airport,La Macarena,CO,,,,,"La Macarena — La Macarena Airport (LMC), CO"
LPD,La Pedrera Airport,La Pedrera,CO,,,,,"La Pedrera — La Pedrera Airport (LPD), CO"
LET,Alfredo Vásquez Cobo International Airport,Leticia,CO,,,,,"Leticia — Alfredo Vásquez Cobo International Airport (LET), CO"
MZL,La Nubia Airport,Manizales,CO,,,,,"Manizales — La Nubia Airport (MZL), CO"
EOH,Enrique Olaya Herrera Airport,Medellín,CO,,,,,"Medellín — Enrique Olaya Herrera Airport (EOH), CO"
MDE,Jose Maria Córdova International Airport,Medellín,CO,,,,,"Medellín — Jose Maria Córdova International Airport (MDE), CO"
MVP,Fabio Alberto Leon Bentley Airport,Mitú,CO,,,,,"Mitú — Fabio Alberto Leon Bentley Airport (MVP), CO"
MTR,Los Garzones Airport,Montería,CO,,,,,"Montería — Los Garzones Airport (MTR), CO"
NVA,Benito Salas Airport,Neiva,CO,,,,,"Neiva — Benito Salas Airport (NVA), CO"
NQU,Reyes Murillo Airport,Nuquí,CO,,,,,"Nuquí — Reyes Murillo Airport (NQU), CO"
PEI,Matecaña International Airport,Pereira,CO,,,,,"Pereira — Matecaña International Airport (PEI), CO"
PPN,Guillermo León Valencia Airport,Popayán,CO,,,,,"Popayán — Guillermo León Valencia Airport (PPN), CO"
PVA,El Embrujo Airport,Providencia,CO,,,,,"Providencia — El Embrujo Airport (PVA), CO"
PUU,Tres De Mayo Airport,Puerto Asís,CO,,,,,"Puerto Asís — Tres De Mayo Airport (PUU), CO"
PCR,German Olano Airport,Puerto Carreño,CO,,,,,"Puerto Carreño — German Olano Airport (PCR), CO"
PDA,Obando Cesar Gaviria Trujillo Airport,Puerto Inírida,CO,,,,,"Puerto Inírida — Obando Cesar Gaviria Trujillo Airport (PDA), CO"
LQM,Caucaya Airport,Puerto Leguízamo,CO,,,,,"Puerto Leguízamo — Caucaya Airport (LQM), CO"
UIB,El Caraño Airport,Quibdó,CO,,,,,"Quibdó — El Caraño Airport (UIB), CO"
RCH,Almirante Padilla Airport,Riohacha,CO,,,,,"Riohacha — Almirante Padilla Airport (RCH), CO"
ADZ,Gustavo Rojas Pinilla International Airport,San Andrés,CO,,,,,"San Andrés — Gustavo Rojas Pinilla International Airport (ADZ), CO"
SJE,Jorge E. Gonzalez Torres Airport,San José Del Guaviare,CO,,,,,"San José Del Guaviare — Jorge E. Gonzalez Torres Airport (SJE), CO"
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO,,,,,"San Vicente Del Caguán — Eduardo Falla Solano Airport (SVI), CO"
SMR,Simón Bolívar International Airport,Santa Marta,CO,,,,,"Santa Marta — Simón Bolívar International Airport (SMR), CO"
TLU,Golfo de Morrosquillo Airport,Santiago de Tolú,CO,,,,,"Santiago de Tolú — Golfo de Morrosquillo Airport (TLU), CO"
RVE,Los Colonizadores Airport,Saravena,CO,,,,,"Saravena — Los Colonizadores Airport (RVE), CO"
TME,Gustavo Vargas Airport,Tame,CO,,,,,"Tame — Gustavo Vargas Airport (TME), CO"
TCD,Tarapacá Airport,Tarapacá,CO,,,,,"Tarapacá — Tarapacá Airport (TCD), CO"
TCO,La Florida Airport,Tumaco,CO,,,,,"Tumaco — La Florida Airport (TCO), CO"
VUP,Alfonso López Pumarejo Airport,Valledupar,CO,,,,,"Valledupar — Alfonso López Pumarejo Airport (VUP), CO"
VVC,Vanguardia Airport,Villavicencio,CO,,,,,"Villavicencio — Vanguardia Airport (VVC), CO"
EYP,El Alcaravan - Yopal Airport,Yopal,CO,,,,,"Yopal — El Alcaravan - Yopal Airport (EYP), CO"
GLF,Golfito Airport,Golfito,CR,,,,,"Golfito — Golfito Airport (GLF), CR"
LIR,Guanacaste Airport,Liberia,CR,,,,,"Liberia — Guanacaste Airport (LIR), CR"
NOB,Nosara Airport,Nicoya,CR,,,,,"Nicoya — Nosara Airport (NOB), CR"
PJM,Puerto Jimenez Airport,Puerto Jimenez,CR,,,,,"Puerto Jimenez — Puerto Jimenez Airport (PJM), CR"
LIO,Limon International Airport,Puerto Limon,CR,,,,,"Puerto Limon — Limon International Airport (LIO), CR"
XQP,Quepos Managua Airport,Quepos,CR,,,,,"Quepos — Quepos Managua Airport (XQP), CR"
SYQ,Tobías Bolaños International Airport,San Jose,CR,,,,,"San Jose — Tobías Bolaños International Airport (SYQ), CR"
SJO,Juan Santamaría International Airport,San José (Alajuela),CR,,,,,"San José (Alajuela) — Juan Santamaría International Airport (SJO), CR"
BCA,Gustavo Rizo Airport,Baracoa,CU,,,,,"Baracoa — Gustavo Rizo Airport (BCA), CU"
BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU,,,,,"Bayamo — Carlos Manuel de Cespedes Airport (BYM), CU"
CMW,Ignacio Agramonte International Airport,Camaguey,CU,,,,,"Camaguey — Ignacio Agramonte International Airport (CMW), CU"
CCC,Jardines Del Rey Airport,Cayo Coco,CU,,,,,"Cayo Coco — Jardines Del Rey Airport (CCC), CU"
CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU,,,,,"Cayo Largo del Sur — Vilo Acuña International Airport (CYO), CU"
CFG,Jaime Gonzalez Airport,Cienfuegos,CU,,,,,"Cienfuegos — Jaime Gonzalez Airport (CFG), CU"
HAV,José Martí International Airport,Havana,CU,,,,,"Havana — José Martí International Airport (HAV), CU"
HOG,Frank Pais International Airport,Holguin,CU,,,,,"Holguin — Frank Pais International Airport (HOG), CU"
VTU,Hermanos Ameijeiras Airport,Las Tunas,CU,,,,,"Las Tunas — Hermanos Ameijeiras Airport (VTU), CU"
MZO,Sierra Maestra International Airport,Manzanillo,CU,,,,,"Manzanillo — Sierra Maestra International Airport (MZO), CU"
VRA,Juan Gualberto Gomez International Airport,Matanzas,CU,,,,,"Matanzas — Juan Gualberto Gomez International Airport (VRA), CU"
GER,Rafael Cabrera Airport,Nueva Gerona,CU,,,,,"Nueva Gerona — Rafael Cabrera Airport (GER), CU"
SNU,Abel Santamaria International Airport,Santa Clara,CU,,,,,"Santa Clara — Abel Santamaria International Airport (SNU), CU"
SCU,Antonio Maceo International Airport,Santiago,CU,,,,,"Santiago — Antonio Maceo International Airport (SCU), CU"
TND,Alberto Delgado Airport,Trinidad,CU,,,,,"Trinidad — Alberto Delgado Airport (TND), CU"
SID,Amílcar Cabral International Airport,Espargos,CV,,,,,"Espargos — Amílcar Cabral International Airport (SID), CV"
RAI,Nelson Mandela International Airport,Praia,CV,,,,,"Praia — Nelson Mandela International Airport (RAI), CV"
SNE,Preguiça Airport,Preguiça,CV,,,,,"Preguiça — Preguiça Airport (SNE), CV"
BVC,Aristides Pereira International Airport,Rabil,CV,,,,,"Rabil — Aristides Pereira International Airport (BVC), CV"
SFL,São Filipe Airport,São Filipe,CV,,,,,"São Filipe — São Filipe Airport (SFL), CV"
VXE,Cesaria Evora International Airport,São Pedro,CV,,,,,"São Pedro — Cesaria Evora International Airport (VXE), CV"
MMO,Maio Airport,Vila do Maio,CV,,,,,"Vila do Maio — Maio Airport (MMO), CV"
CUR,Hato International Airport,Willemstad,CW,,,,,"Willemstad — Hato International Airport (CUR), CW"
XCH,Christmas Island International Airport,Flying Fish Cove,CX,,,,,"Flying Fish Cove — Christmas Island International Airport (XCH), CX"
LCA,Larnaca International Airport,Larnaca,CY,,,,,"Larnaca — Larnaca International Airport (LCA), CY"
GEC,Lefkoniko Airport / Geçitkale Air Base,Lefkoniko (Geçitkale),CY,,,,,"Lefkoniko (Geçitkale) — Lefkoniko Airport / Geçitkale Air Base (GEC), CY"
PFO,Paphos International Airport,Paphos,CY,,,,,"Paphos — Paphos International Airport (PFO), CY"
ECN,Ercan International Airport,Tymbou (Kirklar),CY,,,,,"Tymbou (Kirklar) — Ercan International Airport (ECN), CY"
BRQ,Brno-Tuřany Airport,Brno,CZ,,,,,"Brno — Brno-Tuřany Airport (BRQ), CZ"
KLV,Karlovy Vary Airport,Karlovy Vary,CZ,,,,,"Karlovy Vary — Karlovy Vary Airport (KLV), CZ"
OSR,Leoš Janáček Airport Ostrava,Mošnov,CZ,,,,,"Mošnov — Leoš Janáček Airport Ostrava (OSR), CZ"
PED,Pardubice Airport,Pardubice,CZ,,,,,"Pardubice — Pardubice Airport (PED), CZ"
PRG,Václav Havel Airport Prague,Prague,CZ,,,,,"Prague — Václav Havel Airport Prague (PRG), CZ"
JCL,České Budějovice South Bohemian Airport,České Budějovice,CZ,,,,,"České Budějovice — České Budějovice South Bohemian Airport (JCL), CZ"
BMR,Baltrum Airport,Baltrum,DE,,,,,"Baltrum — Baltrum Airport (BMR), DE"
BER,Berlin Brandenburg Willy Brandt Airport,Berlin,DE,,,,,"Berlin — Berlin Brandenburg Willy Brandt Airport (BER), DE"
BMK,Borkum Airport,Borkum,DE,,,,,"Borkum — Borkum Airport (BMK), DE"
BRE,Bremen Airport,Bremen,DE,,,,,"Bremen — Bremen Airport (BRE), DE"
PAD,Paderborn Lippstadt Airport,Büren,DE,,,,,"Büren — Paderborn Lippstadt Airport (PAD), DE"
KSF,Kassel Airport,Calden,DE,,,,,"Calden — Kassel Airport (KSF), DE"
DTM,Dortmund Airport,Dortmund,DE,,,,,"Dortmund — Dortmund Airport (DTM), DE"
DRS,Dresden Airport,Dresden,DE,,,,,"Dresden — Dresden Airport (DRS), DE"
DUS,Düsseldorf Airport,Düsseldorf,DE,,,,,"Düsseldorf — Düsseldorf Airport (DUS), DE"
EME,Emden Airport,Emden,DE,,,,,"Emden — Emden Airport (EME), DE"
ERF,Erfurt-Weimar Airport,Erfurt,DE,,,,,"Erfurt — Erfurt-Weimar Airport (ERF), DE"
FRA,Frankfurt Airport,Frankfurt am Main,DE,,,,,"Frankfurt am Main — Frankfurt Airport (FRA), DE"
HHN,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,,,,,"Frankfurt am Main (Lautzenhausen) — Frankfurt-Hahn Airport (HHN), DE"
FDH,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,,,,,"Friedrichshafen — Bodensee Airport Friedrichshafen (FDH), DE"
FMO,Münster Osnabrück Airport,Greven,DE,,,,,"Greven — Münster Osnabrück Airport (FMO), DE"
HAM,Hamburg Helmut Schmidt Airport,Hamburg,DE,,,,,"Hamburg — Hamburg Helmut Schmidt Airport (HAM), DE"
HAJ,Hannover Airport,Hannover,DE,,,,,"Hannover — Hannover Airport (HAJ), DE"
HGL,Helgoland-Düne Airport,Helgoland,DE,,,,,"Helgoland — Helgoland-Düne Airport (HGL), DE"
JUI,Juist Airport,Juist,DE,,,,,"Juist — Juist Airport (JUI), DE"
CGN,Cologne Bonn Airport,Köln (Cologne),DE,,,,,"Köln (Cologne) — Cologne Bonn Airport (CGN), DE"
RLG,Rostock-Laage Airport,Laage,DE,,,,,"Laage — Rostock-Laage Airport (RLG), DE"
LBC,Lübeck Blankensee Airport,Lübeck,DE,,,,,"Lübeck — Lübeck Blankensee Airport (LBC), DE"
MHG,Mannheim-City Airport,Mannheim,DE,,,,,"Mannheim — Mannheim-City Airport (MHG), DE"
FMM,Memmingen Allgau Airport,Memmingen,DE,,,,,"Memmingen — Memmingen Allgau Airport (FMM), DE"
MUC,Munich Airport,Munich,DE,,,,,"Munich — Munich Airport (MUC), DE"
NOD,Norden-Norddeich Airport,Norddeich,DE,,,,,"Norddeich — Norden-Norddeich Airport (NOD), DE"
NRD,Norderney Airport,Norderney,DE,,,,,"Norderney — Norderney Airport (NRD), DE"
NUE,Nuremberg Airport,Nuremberg,DE,,,,,"Nuremberg — Nuremberg Airport (NUE), DE"
HEI,Heide-Büsum Airport,Oesterdeichstrich,DE,,,,,"Oesterdeichstrich — Heide-Büsum Airport (HEI), DE"
FKB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,,,,,"Rheinmünster — Karlsruhe Baden-Baden Airport (FKB), DE"
SCN,Saarbrücken Airport,Saarbrücken,DE,,,,,"Saarbrücken — Saarbrücken Airport (SCN), DE"
LEJ,Leipzig/Halle Airport,Schkeuditz,DE,,,,,"Schkeuditz — Leipzig/Halle Airport (LEJ), DE"
STR,Stuttgart Airport,Stuttgart,DE,,,,,"Stuttgart — Stuttgart Airport (STR), DE"
GWT,Westerland Sylt Airport,Sylt,DE,,,,,"Sylt — Westerland Sylt Airport (GWT), DE"
AGE,Wangerooge Airport,Wangerooge,DE,,,,,"Wangerooge — Wangerooge Airport (AGE), DE"
NRN,Weeze (Niederrhein) Airport,Weeze,DE,,,,,"Weeze — Weeze (Niederrhein) Airport (NRN), DE"
FCN,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,Wurster Nordseeküste,DE,,,,,"Wurster Nordseeküste — Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase (FCN), DE"
HDF,Heringsdorf Airport,Zirchow,DE,,,,,"Zirchow — Heringsdorf Airport (HDF), DE"
JIB,Djibouti-Ambouli Airport,Djibouti City,DJ,,,,,"Djibouti City — Djibouti-Ambouli Airport (JIB), DJ"
AAL,Aalborg Airport,Aalborg,DK,,,,,"Aalborg — Aalborg Airport (AAL), DK"
AAR,Aarhus Airport,Aarhus,DK,,,,,"Aarhus — Aarhus Airport (AAR), DK"
BLL,Billund Airport,Billund,DK,,,,,"Billund — Billund Airport (BLL), DK"
CPH,Copenhagen Kastrup Airport,Copenhagen,DK,,,,,"Copenhagen — Copenhagen Kastrup Airport (CPH), DK"
EBJ,Esbjerg Airport,Esbjerg,DK,,,,,"Esbjerg — Esbjerg Airport (EBJ), DK"
KRP,Midtjyllands Airport / Air Base Karup,Karup,DK,,,,,"Karup — Midtjyllands Airport / Air Base Karup (KRP), DK"
BYR,Læsø Airport,Læsø,DK,,,,,"Læsø — Læsø Airport (BYR), DK"
ODE,Odense Hans Christian Andersen Airport,Odense,DK,,,,,"Odense — Odense Hans Christian Andersen Airport (ODE), DK"
RKE,Copenhagen Roskilde Airport,Roskilde,DK,,,,,"Roskilde — Copenhagen Roskilde Airport (RKE), DK"
RNN,Bornholm Airport,Rønne,DK,,,,,"Rønne — Bornholm Airport (RNN), DK"
SGD,Sønderborg Airport,Sønderborg,DK,,,,,"Sønderborg — Sønderborg Airport (SGD), DK"
DCF,Canefield Airport,Canefield,DM,,,,,"Canefield — Canefield Airport (DCF), DM"
DOM,Douglas-Charles Airport,Marigot,DM,,,,,"Marigot — Douglas-Charles Airport (DOM), DM"
BRX,Maria Montez International Airport,Barahona,DO,,,,,"Barahona — Maria Montez International Airport (BRX), DO"
JBQ,La Isabela International Airport,La Isabela,DO,,,,,"La Isabela — La Isabela International Airport (JBQ), DO"
LRM,Casa De Campo International Airport,La Romana,DO,,,,,"La Romana — Casa De Campo International Airport (LRM), DO"
POP,Gregorio Luperon International Airport,Puerto Plata,DO,,,,,"Puerto Plata — Gregorio Luperon International Airport (POP), DO"
PUJ,Punta Cana International Airport,Punta Cana,DO,,,,,"Punta Cana — Punta Cana International Airport (PUJ), DO"
AZS,Samaná El Catey International Airport,Samana,DO,,,,,"Samana — Samaná El Catey International Airport (AZS), DO"
STI,Cibao International Airport,Santiago,DO,,,,,"Santiago — Cibao International Airport (STI), DO"
SDQ,Las Américas International Airport,Santo Domingo,DO,,,,,"Santo Domingo — Las Américas International Airport (SDQ), DO"
AZR,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,,,,,"Adrar — Touat-Cheikh Sidi Mohamed Belkebir Airport (AZR), DZ"
ALG,Houari Boumediene Airport,Algiers,DZ,,,,,"Algiers — Houari Boumediene Airport (ALG), DZ"
AAE,Annaba Rabah Bitat Airport,Annaba,DZ,,,,,"Annaba — Annaba Rabah Bitat Airport (AAE), DZ"
BLJ,Batna Mostefa Ben Boulaid Airport,Batna,DZ,,,,,"Batna — Batna Mostefa Ben Boulaid Airport (BLJ), DZ"
BSK,Biskra - Mohamed Khider Airport,Biskra,DZ,,,,,"Biskra — Biskra - Mohamed Khider Airport (BSK), DZ"
BMW,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,,,,,"Bordj Badji Mokhtar — Bordj Badji Mokhtar Airport (BMW), DZ"
CBH,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,,,,,"Béchar — Béchar Boudghene Ben Ali Lotfi Airport (CBH), DZ"
BJA,Soummam–Abane Ramdane Airport,Béjaïa,DZ,,,,,"Béjaïa — Soummam–Abane Ramdane Airport (BJA), DZ"
CFK,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,,,,,"Chlef — Chlef Aboubakr Belkaid International Airport (CFK), DZ"
CZL,Mohamed Boudiaf International Airport,Constantine,DZ,,,,,"Constantine — Mohamed Boudiaf International Airport (CZL), DZ"
